fra;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
FR;2020-12-15;676;196;873;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-15;9021;6897;15982;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-16;226;261;497;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-16;925;969;1909;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-16;1261;944;2210;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-16;1312;992;2306;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-16;1173;948;2122;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-16;1098;1004;2106;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-16;717;718;1436;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-16;535;521;1057;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-16;661;366;1030;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-16;585;157;744;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-16;8495;6882;15430;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-17;196;215;418;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-17;916;918;1846;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-17;1323;1045;2378;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-17;1394;1055;2453;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-17;1275;963;2248;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-17;1150;1011;2167;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-17;772;743;1516;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-17;535;475;1015;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-17;733;396;1129;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-17;590;180;772;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-17;8886;7004;15948;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-18;266;251;526;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-18;1011;990;2014;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-18;1363;1101;2471;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-18;1484;1187;2673;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-18;1397;1198;2598;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-18;1235;1175;2412;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-18;907;925;1834;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-18;631;628;1260;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-18;676;403;1080;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-18;530;154;684;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-18;9505;8016;17561;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-19;170;183;356;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-19;655;600;1267;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-19;881;647;1528;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-19;856;821;1678;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-19;843;749;1594;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-19;880;734;1616;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-19;564;559;1129;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-19;394;376;770;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-19;321;218;540;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-19;158;81;239;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-19;5724;4971;10722;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-20;54;53;112;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-20;195;170;366;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-20;312;212;525;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-20;262;278;541;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-20;321;258;580;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-20;268;234;502;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-20;173;192;365;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-20;141;154;296;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-20;142;123;266;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-20;85;36;121;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-20;1953;1711;3675;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-21;272;297;583;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-21;1116;1055;2194;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-21;1643;1352;3005;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-21;1795;1344;3140;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-21;1753;1406;3164;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-21;1719;1410;3131;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-21;1124;1036;2168;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-21;790;697;1490;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-21;946;515;1463;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-21;776;251;1028;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-21;11934;9367;21375;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-22;222;240;468;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-22;930;945;1891;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-22;1580;1192;2779;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-22;1517;1154;2674;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-22;1426;1196;2629;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-22;1374;1203;2578;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-22;949;901;1851;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-22;688;631;1322;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-22;863;486;1353;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-22;680;198;878;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-22;10231;8148;18430;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-23;225;233;468;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-23;941;850;1808;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-23;1443;1126;2575;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-23;1483;1142;2631;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-23;1317;1154;2474;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-23;1269;1090;2361;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-23;795;858;1659;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-23;610;509;1123;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-23;742;385;1129;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-23;539;153;693;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-23;9368;7502;16933;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-24;201;184;386;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-24;683;738;1430;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-24;1105;973;2078;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-24;1074;892;1968;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-24;997;930;1927;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-24;1011;895;1909;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-24;644;690;1334;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-24;461;420;883;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-24;459;272;732;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-24;337;107;444;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-24;6975;6101;13094;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-25;13;13;26;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-25;52;40;92;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-25;111;78;189;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-25;113;97;210;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-25;79;69;148;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-25;71;72;144;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-25;50;68;118;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-25;52;67;119;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-25;90;69;159;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-25;68;38;106;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-25;699;611;1312;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-26;142;144;292;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-26;527;481;1016;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-26;970;701;1672;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-26;958;735;1695;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-26;782;664;1451;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-26;713;678;1391;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-26;461;506;973;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-26;321;288;609;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-26;277;176;453;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-26;167;71;238;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-26;5319;4445;9792;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-27;31;28;60;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-27;81;70;151;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-27;175;135;311;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-27;210;150;360;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-27;132;133;265;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-27;148;121;270;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-27;88;98;186;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-27;93;106;199;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-27;130;97;227;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-27;90;35;125;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-27;1180;974;2157;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-28;264;251;524;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-28;1168;1068;2255;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-28;1974;1582;3567;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-28;2018;1563;3582;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-28;1801;1511;3315;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-28;1809;1586;3400;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-28;1267;1166;2437;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-28;826;813;1641;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-28;792;460;1252;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-28;538;172;710;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-28;12458;10173;22685;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-29;257;261;526;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-29;1030;985;2023;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-29;1730;1351;3086;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-29;1703;1365;3072;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-29;1480;1227;2707;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-29;1486;1202;2692;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-29;1130;1097;2231;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-29;807;698;1507;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-29;908;455;1366;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-29;738;202;942;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-29;11272;8845;20158;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-30;271;283;564;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-30;1136;1099;2265;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-30;1814;1489;3305;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-30;1644;1320;2971;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-30;1491;1215;2713;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-30;1458;1262;2720;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-30;1105;973;2084;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-30;745;654;1405;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-30;750;431;1181;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-30;499;160;659;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-30;10918;8888;19875;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-31;233;210;451;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-31;921;915;1848;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-31;1421;1245;2667;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-31;1364;1213;2580;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-31;1186;1049;2237;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-31;1185;1058;2247;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-31;856;846;1706;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-31;614;527;1143;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-31;549;348;897;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-31;335;109;446;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-31;8665;7520;16227;34692807.7476749;32422187.2523251;0;67114995
FR;2021-01-01;22;19;41;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-01-01;52;52;105;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-01-01;120;99;219;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-01-01;118;116;234;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-01-01;100;114;214;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-01-01;84;93;177;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-01-01;100;86;187;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-01-01;70;93;163;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-01-01;109;67;177;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-01-01;71;33;104;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-01-01;846;773;1622;34692807.7476749;32422187.2523251;0;67114995
FR;2021-01-02;232;230;467;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-01-02;905;822;1740;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-01-02;1249;1059;2309;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-01-02;1255;1045;2303;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-01-02;1105;1001;2106;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-01-02;1004;928;1933;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-01-02;671;644;1317;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-01-02;457;397;856;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-01-02;383;249;633;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-01-02;166;69;235;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-01-02;7427;6444;13899;34692807.7476749;32422187.2523251;0;67114995
FR;2021-01-03;38;39;78;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-01-03;154;148;303;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-01-03;237;235;472;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-01-03;255;201;456;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-01-03;194;203;398;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-01-03;194;155;350;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-01-03;110;121;232;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-01-03;95;129;224;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-01-03;170;118;288;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-01-03;124;36;160;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-01-03;1571;1386;2962;34692807.7476749;32422187.2523251;0;67114995
FR;2021-01-04;403;417;831;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-01-04;1657;1592;3275;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-01-04;2608;2229;4846;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-01-04;2603;2171;4780;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-01-04;2228;1884;4119;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-01-04;2144;1856;4011;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-01-04;1502;1320;2826;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-01-04;1001;917;1920;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-01-04;919;576;1499;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-01-04;643;214;858;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-01-04;15711;13178;28972;34692807.7476749;32422187.2523251;0;67114995
FR;2021-01-05;294;362;661;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-01-05;1381;1343;2748;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-01-05;2101;1787;3896;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-01-05;1889;1559;3454;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-01-05;1665;1455;3127;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-01-05;1640;1405;3050;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-01-05;1180;1142;2329;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-01-05;819;726;1549;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-01-05;916;490;1408;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-01-05;664;223;888;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-01-05;12553;10495;23117;34692807.7476749;32422187.2523251;0;67114995
FR;2021-01-06;312;314;640;3802089.59193844;3961116.09433445;09;7763205.68627289
