reg;week;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
94;2020-S44;121;102;223;1074;869;1943;29;33361
94;2020-S44;128;114;242;1238;946;2184;39;43624
94;2020-S44;115;107;222;1190;891;2081;49;45205
94;2020-S44;117;117;234;1165;947;2112;59;47970
94;2020-S44;74;89;163;812;807;1619;69;45095
94;2020-S44;61;43;104;570;530;1100;79;36685
94;2020-S44;25;18;43;302;260;562;89;19405
94;2020-S44;12;5;17;131;51;182;90;4779
94;2020-S44;740;678;1419;7186;5985;13187;0;344679
01;2020-S45;0;2;2;21;36;57;09;40134
01;2020-S45;11;6;17;123;117;240;19;50483
01;2020-S45;8;6;14;150;168;319;29;34558
01;2020-S45;17;11;28;196;148;344;39;37149
01;2020-S45;21;5;26;243;164;407;49;48928
01;2020-S45;19;24;43;242;207;449;59;60524
01;2020-S45;15;20;35;190;206;400;69;51113
01;2020-S45;8;11;19;103;97;200;79;33062
01;2020-S45;3;4;7;33;30;63;89;16008
01;2020-S45;2;0;2;5;4;9;90;4920
01;2020-S45;104;89;193;1307;1177;2489;0;376879
02;2020-S45;3;8;11;61;58;123;09;33991
02;2020-S45;40;22;63;283;209;497;19;43014
02;2020-S45;43;26;70;398;278;680;29;31496
02;2020-S45;32;31;64;441;309;751;39;34280
02;2020-S45;51;35;87;466;342;812;49;42967
02;2020-S45;82;44;126;602;406;1008;59;62671
02;2020-S45;36;35;72;385;336;727;69;52556
02;2020-S45;13;12;25;143;150;293;79;33509
02;2020-S45;8;8;17;86;69;156;89;18767
02;2020-S45;4;0;4;41;20;61;90;5498
02;2020-S45;312;221;539;2906;2179;5110;0;358749
03;2020-S45;4;1;5;50;62;113;09;62043
03;2020-S45;6;4;11;161;162;331;19;58638
03;2020-S45;14;9;23;309;247;558;29;40421
03;2020-S45;16;22;38;379;276;658;39;39602
03;2020-S45;14;10;24;275;258;534;49;34757
03;2020-S45;9;11;20;249;253;504;59;27026
03;2020-S45;3;9;12;168;174;343;69;17446
03;2020-S45;2;2;5;68;38;107;79;7368
03;2020-S45;1;0;1;13;12;25;89;2721
03;2020-S45;0;0;0;6;0;6;90;669
03;2020-S45;69;68;139;1678;1482;3179;0;290691
04;2020-S45;16;15;31;259;309;571;09;121691
04;2020-S45;94;67;162;1187;975;2163;19;134452
04;2020-S45;54;38;92;1559;979;2540;29;98215
04;2020-S45;71;47;118;1504;997;2502;39;104568
04;2020-S45;54;31;85;1250;947;2200;49;113615
04;2020-S45;57;48;105;1232;992;2225;59;125597
04;2020-S45;36;30;66;838;884;1723;69;89851
04;2020-S45;6;16;22;377;449;826;79;46693
04;2020-S45;4;11;15;229;182;411;89;20815
04;2020-S45;1;1;2;68;19;87;90;4462
04;2020-S45;393;304;698;8503;6733;15248;0;859959
05;2020-S45;0;0;0;2;1;3;09;703.704828175651
05;2020-S45;0;0;0;1;2;3;19;723.725880519921
05;2020-S45;0;0;0;2;4;6;29;475.133162078732
05;2020-S45;0;0;0;1;4;5;39;764.547319147651
05;2020-S45;0;0;0;5;3;8;49;1017.17633756848
05;2020-S45;0;0;0;2;1;3;59;978.233665832332
05;2020-S45;0;0;0;2;2;4;69;674.735312241807
05;2020-S45;0;0;0;0;0;0;79;405.196420115493
05;2020-S45;0;0;0;0;0;0;89;210.595968638888
05;2020-S45;0;0;0;0;0;0;90;43.9511056810479
05;2020-S45;0;0;0;15;17;32;0;5997
06;2020-S45;2;2;4;24;37;64;09;84963
06;2020-S45;20;16;37;189;161;355;19;65294
06;2020-S45;35;17;52;262;176;438;29;36651
06;2020-S45;53;21;74;298;199;497;39;37697
06;2020-S45;42;27;69;241;228;469;49;28132
06;2020-S45;13;12;25;138;152;290;59;14768
06;2020-S45;4;14;18;74;82;156;69;7746
06;2020-S45;4;3;7;16;18;34;79;3034
06;2020-S45;1;2;3;9;10;19;89;1005
06;2020-S45;0;0;0;1;0;1;90;181
06;2020-S45;174;114;289;1252;1063;2323;0;279471
07;2020-S45;0;0;0;1;0;1;09;1034
07;2020-S45;1;1;2;13;15;28;19;835
07;2020-S45;0;1;1;59;67;126;29;1605
07;2020-S45;3;2;5;56;67;123;39;1752
07;2020-S45;0;1;1;47;37;84;49;1808
07;2020-S45;0;1;1;42;50;92;59;1548
07;2020-S45;0;1;1;32;39;71;69;742
07;2020-S45;0;2;2;7;16;23;79;421
07;2020-S45;0;0;0;5;4;9;89;181
07;2020-S45;0;0;0;1;0;1;90;35
07;2020-S45;4;9;13;263;295;558;0;9961
08;2020-S45;0;0;0;1;1;2;09;5712.98144471701
08;2020-S45;0;3;3;11;11;22;19;5939.43465671908
08;2020-S45;2;0;2;18;23;41;29;3799.05464202964
08;2020-S45;7;6;13;34;30;64;39;4598.38462039786
08;2020-S45;7;2;9;35;22;57;49;5611.98359257117
08;2020-S45;3;5;8;31;44;75;59;5042.53434487755
08;2020-S45;2;4;6;14;25;39;69;3060.02499200135
08;2020-S45;2;1;3;6;13;19;79;1152.93437717932
08;2020-S45;0;0;0;0;2;2;89;346.012162334751
08;2020-S45;0;0;0;0;0;0;90;70.6551671722845
08;2020-S45;23;21;44;150;171;321;0;35334
11;2020-S45;677;735;1519;4254;4731;9528;09;1594856
11;2020-S45;2879;2757;5906;15257;14361;30659;19;1546109
11;2020-S45;4044;3254;7332;28106;21427;49653;29;1651917
11;2020-S45;4331;3502;7867;28094;22658;50858;39;1757848
11;2020-S45;4009;3385;7429;24601;20482;45198;49;1671811
11;2020-S45;3498;3193;6722;22398;18920;41419;59;1538636
11;2020-S45;2583;2634;5267;17743;17017;35126;69;1177841
11;2020-S45;1158;1176;2345;8183;7743;15967;79;792962
11;2020-S45;898;579;1482;7278;4154;11468;89;424358
11;2020-S45;547;174;721;5452;1567;7030;90;121872
11;2020-S45;24634;21405;46642;161427;133176;297122;0;12278210
24;2020-S45;95;134;231;812;769;1613;09;284406
24;2020-S45;566;576;1152;3970;3946;8007;19;314164
24;2020-S45;718;548;1270;5941;4260;10212;29;248773
24;2020-S45;712;559;1273;6295;4452;10752;39;292368
24;2020-S45;765;600;1366;6210;4354;10579;49;320587
24;2020-S45;722;646;1368;5943;4372;10321;59;340563
24;2020-S45;500;453;953;3840;3415;7258;69;330686
24;2020-S45;377;351;729;2661;2431;5093;79;240021
24;2020-S45;272;211;484;3014;1655;4670;89;144224
24;2020-S45;225;67;292;2742;759;3502;90;43281
24;2020-S45;4959;4149;9129;41467;30435;72068;0;2559073
27;2020-S45;229;231;462;1512;1623;3146;09;293052
27;2020-S45;1117;1023;2150;6026;5964;12028;19;333965
27;2020-S45;1241;1092;2333;7980;6230;14215;29;276000
27;2020-S45;1249;923;2172;8088;6014;14103;39;315411
27;2020-S45;1337;1068;2405;8332;6111;14443;49;341897
27;2020-S45;1366;1177;2543;8328;6343;14673;59;373767
27;2020-S45;965;893;1859;5490;4955;10451;69;370797
27;2020-S45;680;667;1347;3889;3710;7601;79;274422
27;2020-S45;625;411;1036;4470;2431;6901;89;158471
27;2020-S45;360;142;502;3759;1025;4785;90;45257
27;2020-S45;9171;7630;16815;57886;44415;102369;0;2783039
28;2020-S45;169;191;369;1497;1547;3113;09;367591
28;2020-S45;673;600;1283;5060;4726;9905;19;413746
28;2020-S45;760;616;1378;7205;5072;12292;29;341929
28;2020-S45;816;606;1423;7411;5141;12556;39;385115
28;2020-S45;823;657;1481;7018;5093;12119;49;407095
28;2020-S45;835;729;1564;6933;5089;12030;59;435868
28;2020-S45;707;637;1345;4677;4358;9046;69;428446
28;2020-S45;444;419;864;3218;2981;6201;79;298735
28;2020-S45;370;240;610;3813;1952;5769;89;175068
28;2020-S45;251;73;324;3157;816;3973;90;49907
28;2020-S45;5848;4768;10641;49995;36779;87014;0;3303500
32;2020-S45;593;611;1206;4795;5239;10062;09;731751
32;2020-S45;2049;2068;4121;15051;14544;29630;19;793787
32;2020-S45;2360;1924;4287;18739;14978;33749;29;690891
32;2020-S45;2497;2002;4502;19145;15485;34651;39;752457
32;2020-S45;2380;2071;4452;18040;14770;32826;49;759226
32;2020-S45;2295;2168;4464;16321;13686;30021;59;763464
32;2020-S45;1668;1541;3209;10681;9480;20174;69;702149
32;2020-S45;1143;967;2110;7137;6101;13243;79;452001
32;2020-S45;924;522;1446;6895;3252;10149;89;253185
32;2020-S45;528;162;690;4651;1119;5772;90;63751
32;2020-S45;16439;14037;30490;121494;98677;220340;0;5962662
44;2020-S45;353;413;771;3170;3317;6558;09;598364
44;2020-S45;1421;1414;2855;11606;11258;23042;19;659759
44;2020-S45;1907;1675;3587;16981;13772;30838;29;616448
44;2020-S45;1902;1539;3444;16758;13467;30301;39;675514
44;2020-S45;1885;1572;3463;15856;12598;28546;49;694218
44;2020-S45;1913;1739;3661;15685;12858;28652;59;754610
44;2020-S45;1271;1171;2452;10359;9704;20133;69;703015
44;2020-S45;839;853;1695;6821;6600;13459;79;465823
44;2020-S45;738;518;1264;6607;3804;10483;89;276017
44;2020-S45;373;123;497;4063;1102;5183;90;67979
44;2020-S45;12603;11022;23695;107920;88495;197226;0;5511747
52;2020-S45;181;187;380;1489;1627;3219;09;437494
52;2020-S45;877;774;1674;6755;6415;13374;19;496015
52;2020-S45;1064;899;1969;9271;6960;16252;29;397640
52;2020-S45;938;784;1722;8745;6641;15392;39;456089
52;2020-S45;987;833;1820;8708;6454;15168;49;487292
52;2020-S45;945;880;1827;8033;6101;14138;59;483216
52;2020-S45;643;631;1274;4811;4450;9265;69;463141
52;2020-S45;452;440;892;3513;3328;6843;79;327708
52;2020-S45;374;235;609;4139;2312;6453;89;195383
52;2020-S45;270;89;359;3681;1060;4741;90;57819
52;2020-S45;6732;5752;12527;59152;45355;104861;0;3801797
53;2020-S45;125;135;271;1277;1456;2843;09;356171
53;2020-S45;479;474;965;4880;4802;9851;19;417460
53;2020-S45;614;600;1223;6952;5735;12771;29;336312
53;2020-S45;561;458;1020;6362;4979;11344;39;378200
53;2020-S45;518;450;968;6055;4843;10900;49;424113
53;2020-S45;562;528;1090;5769;4495;10267;59;442875
53;2020-S45;401;392;793;3790;3552;7348;69;436709
53;2020-S45;285;278;563;2674;2479;5153;79;310902
53;2020-S45;234;123;357;2919;1558;4478;89;188000
53;2020-S45;162;54;216;2182;621;2819;90;49637
53;2020-S45;3942;3492;7467;42862;34524;77780;0;3340379
75;2020-S45;237;246;495;2334;2431;4883;09;598395
75;2020-S45;990;1000;2010;8709;8472;17381;19;694926
75;2020-S45;1338;1119;2463;14302;10859;25207;29;595642
75;2020-S45;1419;1097;2519;14004;10001;24039;39;679104
75;2020-S45;1430;1196;2630;14113;10411;24558;49;757513
75;2020-S45;1235;1147;2383;14120;9885;24028;59;804241
75;2020-S45;940;874;1816;8563;7699;16270;69;809683
75;2020-S45;614;603;1217;6007;5646;11663;79;601384
75;2020-S45;549;375;925;7190;3948;11147;89;353294
75;2020-S45;437;145;582;6701;1813;8519;90;105800
75;2020-S45;9194;7805;17048;96075;71192;167757;0;5999982
76;2020-S45;273;284;577;2201;2391;4746;09;624545
76;2020-S45;1257;1317;2613;9198;8821;18373;19;695911
76;2020-S45;1620;1299;2921;15280;10979;26297;29;635780
76;2020-S45;1780;1363;3145;15821;10941;26775;39;694345
76;2020-S45;1767;1468;3238;16215;11442;27679;49;740353
76;2020-S45;1719;1518;3238;16002;11335;27359;59;786358
76;2020-S45;1235;1163;2399;9860;8859;18725;69;753886
76;2020-S45;861;866;1727;7231;6819;14054;79;572470
76;2020-S45;809;520;1330;8483;4488;12982;89;325110
76;2020-S45;587;192;780;7690;2006;9705;90;96100
76;2020-S45;11922;10003;21995;108049;78150;186834;0;5924858
84;2020-S45;901;931;1852;5023;5346;10454;09;940637
84;2020-S45;4155;4262;8483;19520;19503;39323;19;999616
84;2020-S45;5265;4308;9579;26030;20649;46722;29;894918
84;2020-S45;5374;4289;9670;26037;20402;46467;39;1005784
84;2020-S45;5591;4629;10226;25145;19743;44914;49;1035354
84;2020-S45;5256;4943;10202;23971;19504;43494;59;1044459
84;2020-S45;3457;3276;6737;14863;13100;27979;69;926660
84;2020-S45;2599;2384;4985;10312;9244;19559;79;687362
84;2020-S45;2480;1492;3972;10886;5838;16728;89;387722
84;2020-S45;1703;565;2268;8830;2340;11173;90;109865
84;2020-S45;36784;31087;67987;170628;135688;306846;0;8032377
93;2020-S45;304;328;633;2448;2761;5221;09;551927
93;2020-S45;1366;1371;2747;9086;8845;17959;19;576838
93;2020-S45;1833;1417;3250;15104;10823;25939;29;509956
93;2020-S45;1989;1473;3467;16177;11726;27924;39;599102
93;2020-S45;2055;1627;3684;15919;11645;27584;49;631386
93;2020-S45;2012;1759;3771;16494;12110;28616;59;678493
93;2020-S45;1447;1363;2813;10704;9495;20207;69;632786
93;2020-S45;1050;968;2019;7996;7297;15298;79;509519
93;2020-S45;867;566;1433;7864;4430;12295;89;284990
93;2020-S45;633;192;825;7035;1768;8803;90;80654
93;2020-S45;13564;11072;24679;108876;80950;189968;0;5055651
94;2020-S45;8;15;23;143;187;332;09;33744
94;2020-S45;59;65;124;726;670;1412;19;34811
94;2020-S45;77;81;158;1187;869;2057;29;33361
94;2020-S45;74;68;142;1291;949;2241;39;43624
94;2020-S45;74;70;144;1211;908;2119;49;45205
94;2020-S45;90;89;179;1341;1054;2396;59;47970
94;2020-S45;60;55;115;803;791;1594;69;45095
94;2020-S45;39;32;71;595;553;1148;79;36685
94;2020-S45;18;16;34;344;294;638;89;19405
94;2020-S45;5;10;15;135;66;201;90;4779
94;2020-S45;504;501;1005;7777;6342;14140;0;344679
01;2020-S46;1;4;5;22;30;52;09;40134
01;2020-S46;6;9;15;122;91;213;19;50483
01;2020-S46;5;5;10;154;130;284;29;34558
01;2020-S46;16;8;24;177;142;319;39;37149
01;2020-S46;15;11;26;195;160;355;49;48928
01;2020-S46;15;3;18;194;175;369;59;60524
01;2020-S46;11;5;16;155;165;320;69;51113
01;2020-S46;8;7;15;70;79;149;79;33062
01;2020-S46;2;0;2;32;30;62;89;16008
01;2020-S46;0;1;1;11;5;16;90;4920
01;2020-S46;79;53;132;1134;1007;2141;0;376879
02;2020-S46;2;5;7;60;52;113;09;33991
02;2020-S46;33;30;63;237;189;429;19;43014
02;2020-S46;21;16;37;256;169;425;29;31496
02;2020-S46;35;19;54;338;237;575;39;34280
02;2020-S46;45;27;73;363;286;655;49;42967
02;2020-S46;39;34;73;447;328;777;59;62671
02;2020-S46;20;17;39;332;255;589;69;52556
02;2020-S46;13;8;21;151;137;290;79;33509
02;2020-S46;5;6;11;101;75;176;89;18767
02;2020-S46;1;1;2;61;18;79;90;5498
02;2020-S46;214;163;380;2346;1746;4108;0;358749
03;2020-S46;5;5;10;34;71;105;09;62043
03;2020-S46;12;6;18;153;121;278;19;58638
03;2020-S46;16;8;24;305;207;515;29;40421
03;2020-S46;22;20;42;304;281;585;39;39602
03;2020-S46;12;14;26;218;233;454;49;34757
03;2020-S46;12;15;27;195;217;414;59;27026
03;2020-S46;5;4;9;123;142;265;69;17446
03;2020-S46;0;3;3;42;49;91;79;7368
03;2020-S46;0;0;0;17;10;27;89;2721
03;2020-S46;0;0;0;6;2;8;90;669
03;2020-S46;84;75;159;1397;1335;2744;0;290691
04;2020-S46;11;11;22;280;326;607;09;121691
04;2020-S46;50;53;103;1194;1043;2241;19;134452
04;2020-S46;50;43;93;1432;904;2338;29;98215
04;2020-S46;48;34;82;1461;943;2404;39;104568
04;2020-S46;66;42;108;1126;899;2025;49;113615
04;2020-S46;54;45;99;1079;865;1946;59;125597
04;2020-S46;22;30;52;717;710;1427;69;89851
04;2020-S46;18;9;27;364;376;740;79;46693
04;2020-S46;6;6;12;178;140;318;89;20815
04;2020-S46;1;1;2;43;9;52;90;4462
04;2020-S46;326;274;600;7874;6215;14098;0;859959
05;2020-S46;0;0;0;0;0;0;09;703.704828175651
05;2020-S46;0;0;0;1;1;2;19;723.725880519921
05;2020-S46;0;0;0;0;2;2;29;475.133162078732
05;2020-S46;0;0;0;1;1;2;39;764.547319147651
05;2020-S46;0;0;0;2;1;3;49;1017.17633756848
05;2020-S46;0;0;0;3;4;7;59;978.233665832332
05;2020-S46;0;0;0;1;1;2;69;674.735312241807
05;2020-S46;0;0;0;0;0;0;79;405.196420115493
05;2020-S46;0;0;0;0;0;0;89;210.595968638888
05;2020-S46;0;0;0;0;0;0;90;43.9511056810479
05;2020-S46;0;0;0;8;10;18;0;5997
06;2020-S46;1;2;3;14;24;39;09;84963
06;2020-S46;14;8;22;161;135;297;19;65294
06;2020-S46;31;24;55;291;207;498;29;36651
06;2020-S46;27;20;47;280;213;493;39;37697
06;2020-S46;27;17;44;222;185;407;49;28132
06;2020-S46;14;14;28;124;125;249;59;14768
06;2020-S46;6;6;12;75;81;156;69;7746
06;2020-S46;3;2;5;24;27;51;79;3034
06;2020-S46;0;0;0;3;8;11;89;1005
06;2020-S46;0;0;0;0;0;0;90;181
06;2020-S46;123;93;216;1194;1005;2201;0;279471
07;2020-S46;0;0;0;2;0;2;09;1034
07;2020-S46;1;0;1;5;4;9;19;835
07;2020-S46;5;0;5;64;50;114;29;1605
07;2020-S46;6;5;11;70;66;136;39;1752
07;2020-S46;0;1;1;42;41;83;49;1808
07;2020-S46;2;4;6;50;65;115;59;1548
07;2020-S46;0;1;1;23;32;55;69;742
07;2020-S46;0;0;0;6;11;17;79;421
07;2020-S46;0;0;0;3;2;5;89;181
07;2020-S46;0;0;0;0;0;0;90;35
07;2020-S46;14;11;25;265;271;536;0;9961
08;2020-S46;0;0;0;0;2;2;09;5712.98144471701
08;2020-S46;4;1;5;20;14;34;19;5939.43465671908
08;2020-S46;3;5;8;15;24;39;29;3799.05464202964
08;2020-S46;4;1;5;35;18;53;39;4598.38462039786
08;2020-S46;1;0;1;37;23;60;49;5611.98359257117
08;2020-S46;4;4;8;22;47;69;59;5042.53434487755
08;2020-S46;1;5;6;31;25;56;69;3060.02499200135
08;2020-S46;0;0;0;10;9;19;79;1152.93437717932
08;2020-S46;0;1;1;3;2;5;89;346.012162334751
08;2020-S46;0;0;0;1;0;1;90;70.6551671722845
08;2020-S46;17;17;34;176;166;342;0;35334
11;2020-S46;408;400;867;3282;3734;7415;09;1594856
11;2020-S46;1652;1491;3258;12337;11508;24669;19;1546109
11;2020-S46;2153;1639;3807;18489;13968;32529;29;1651917
11;2020-S46;2227;1845;4079;19184;15636;34881;39;1757848
11;2020-S46;2217;1805;4031;17386;14894;32330;49;1671811
11;2020-S46;1931;1746;3690;15979;13903;29940;59;1538636
11;2020-S46;1377;1345;2749;12618;12218;25097;69;1177841
11;2020-S46;730;745;1478;6994;6665;13680;79;792962
11;2020-S46;656;443;1101;6604;3752;10366;89;424358
11;2020-S46;496;157;653;5149;1429;6578;90;121872
11;2020-S46;13853;11626;25735;118064;97803;217647;0;12278210
24;2020-S46;59;70;134;542;610;1177;09;284406
24;2020-S46;368;398;774;3681;3499;7277;19;314164
24;2020-S46;389;319;709;4269;2947;7227;29;248773
24;2020-S46;444;324;768;4439;3026;7465;39;292368
24;2020-S46;472;339;812;4527;3226;7760;49;320587
24;2020-S46;434;377;811;4490;3277;7771;59;340563
24;2020-S46;331;272;604;2656;2567;5224;69;330686
24;2020-S46;213;222;435;2174;1906;4081;79;240021
24;2020-S46;263;166;429;2541;1414;3955;89;144224
24;2020-S46;231;62;293;2376;654;3030;90;43281
24;2020-S46;3208;2552;5776;31704;23135;54985;0;2559073
27;2020-S46;212;183;398;1333;1388;2740;09;293052
27;2020-S46;711;707;1424;5977;5875;11909;19;333965
27;2020-S46;672;564;1236;5645;4336;9984;29;276000
27;2020-S46;729;564;1293;6167;4384;10554;39;315411
27;2020-S46;826;631;1457;6417;4592;11012;49;341897
27;2020-S46;806;659;1465;6294;4736;11031;59;373767
27;2020-S46;569;488;1057;4044;3799;7845;69;370797
27;2020-S46;426;424;850;2983;2980;5963;79;274422
27;2020-S46;467;280;747;3608;1988;5597;89;158471
27;2020-S46;363;105;468;3141;796;3938;90;45257
27;2020-S46;5783;4606;10398;45616;34877;80583;0;2783039
28;2020-S46;119;118;243;1196;1329;2584;09;367591
28;2020-S46;367;325;705;4279;4083;8454;19;413746
28;2020-S46;470;327;797;5477;3628;9107;29;341929
28;2020-S46;468;338;806;6066;3860;9934;39;385115
28;2020-S46;503;374;877;5667;3850;9523;49;407095
28;2020-S46;481;456;937;5340;3888;9233;59;435868
28;2020-S46;362;343;707;3575;3272;6854;69;428446
28;2020-S46;262;253;515;2622;2447;5070;79;298735
28;2020-S46;343;189;533;3717;1794;5515;89;175068
28;2020-S46;253;84;337;3102;825;3928;90;49907
28;2020-S46;3628;2808;6464;41045;28984;70225;0;3303500
32;2020-S46;363;380;745;3612;4023;7662;09;731751
32;2020-S46;1264;1174;2443;12105;11429;23579;19;793787
32;2020-S46;1360;1037;2403;12791;9186;22018;29;690891
32;2020-S46;1351;1086;2442;13644;10321;24003;39;752457
32;2020-S46;1371;1124;2503;13313;10296;23648;49;759226
32;2020-S46;1334;1151;2491;11607;9606;21253;59;763464
32;2020-S46;908;808;1717;7503;6878;14404;69;702149
32;2020-S46;629;593;1222;5430;4801;10240;79;452001
32;2020-S46;684;354;1041;5992;2735;8737;89;253185
32;2020-S46;404;92;497;3909;922;4837;90;63751
32;2020-S46;9669;7802;17508;89916;70212;160408;0;5962662
44;2020-S46;240;276;518;2561;2770;5377;09;598364
44;2020-S46;927;962;1897;10385;10262;20779;19;659759
44;2020-S46;983;810;1799;11366;8404;19825;29;616448
44;2020-S46;1059;798;1861;12075;8689;20816;39;675514
44;2020-S46;1136;846;1987;11816;8882;20743;49;694218
44;2020-S46;1115;968;2089;11470;9175;20714;59;754610
44;2020-S46;727;699;1438;7505;7012;14580;69;703015
44;2020-S46;549;510;1062;5458;5237;10731;79;465823
44;2020-S46;721;405;1129;6120;3288;9442;89;276017
44;2020-S46;412;137;552;4078;1057;5153;90;67979
44;2020-S46;7870;6411;14341;82852;64788;148202;0;5511747
52;2020-S46;143;135;283;1173;1296;2556;09;437494
52;2020-S46;526;510;1058;5928;5587;11695;19;496015
52;2020-S46;514;437;951;6257;4601;10865;29;397640
52;2020-S46;566;455;1022;6528;4575;11107;39;456089
52;2020-S46;611;469;1080;6707;4870;11583;49;487292
52;2020-S46;554;516;1070;6178;4563;10744;59;483216
52;2020-S46;370;390;760;3580;3627;7208;69;463141
52;2020-S46;265;283;548;2977;2802;5781;79;327708
52;2020-S46;320;200;520;4006;2166;6173;89;195383
52;2020-S46;256;88;344;3643;1028;4672;90;57819
52;2020-S46;4125;3484;7637;46983;35120;82398;0;3801797
53;2020-S46;89;129;223;1100;1253;2443;09;356171
53;2020-S46;296;281;587;4297;4113;8584;19;417460
53;2020-S46;318;293;619;4876;3631;8626;29;336312
53;2020-S46;283;245;528;4864;3411;8276;39;378200
53;2020-S46;328;229;557;4830;3370;8201;49;424113
53;2020-S46;292;270;562;4657;3437;8096;59;442875
53;2020-S46;174;229;403;2756;2635;5393;69;436709
53;2020-S46;143;129;272;2229;2061;4291;79;310902
53;2020-S46;195;132;327;2964;1587;4551;89;188000
53;2020-S46;154;43;198;2282;641;2944;90;49637
53;2020-S46;2273;1980;4277;34861;26140;61413;0;3340379
75;2020-S46;172;173;358;1859;2051;3972;09;598395
75;2020-S46;600;570;1178;8273;8024;16449;19;694926
75;2020-S46;757;635;1395;10315;7361;17702;29;595642
75;2020-S46;745;579;1325;11393;7429;18840;39;679104
75;2020-S46;798;724;1523;12009;7990;20015;49;757513
75;2020-S46;809;763;1572;11653;8110;19780;59;804241
75;2020-S46;567;538;1105;6925;6149;13080;69;809683
75;2020-S46;410;395;805;5214;4963;10183;79;601384
75;2020-S46;536;323;859;7420;3893;11317;89;353294
75;2020-S46;463;132;595;7322;1948;9285;90;105800
75;2020-S46;5859;4832;10717;82414;57934;140671;0;5999982
76;2020-S46;189;191;393;1793;1893;3818;09;624545
76;2020-S46;740;765;1529;8273;8110;16697;19;695911
76;2020-S46;896;692;1589;11065;7552;18643;29;635780
76;2020-S46;895;675;1571;11826;7822;19659;39;694345
76;2020-S46;942;773;1716;12437;8430;20886;49;740353
76;2020-S46;988;759;1747;12412;8468;20893;59;786358
76;2020-S46;697;651;1350;7363;6811;14187;69;753886
76;2020-S46;529;501;1030;5788;5626;11417;79;572470
76;2020-S46;684;368;1054;7454;3963;11426;89;325110
76;2020-S46;568;185;754;7071;1848;8925;90;96100
76;2020-S46;7141;5570;12756;85565;60582;146693;0;5924858
84;2020-S46;568;557;1131;3819;4020;7904;09;940637
84;2020-S46;2435;2512;4998;16858;17055;34156;19;999616
84;2020-S46;2615;2075;4693;16093;12970;29096;29;894918
84;2020-S46;2715;2039;4757;16832;12873;29732;39;1005784
84;2020-S46;2815;2288;5103;17261;13396;30671;49;1035354
84;2020-S46;2920;2547;5473;16347;13136;29501;59;1044459
84;2020-S46;1821;1822;3646;9975;9393;19381;69;926660
84;2020-S46;1463;1430;2895;7499;6964;14471;79;687362
84;2020-S46;1678;958;2637;8727;4484;13213;89;387722
84;2020-S46;1352;415;1768;7024;1847;8872;90;109865
84;2020-S46;20385;16644;37106;120451;96153;217031;0;8032377
93;2020-S46;183;191;375;2001;2137;4152;09;551927
93;2020-S46;782;755;1540;7977;7448;15463;19;576838
93;2020-S46;964;757;1723;11512;7532;19061;29;509956
93;2020-S46;1064;811;1875;12408;8691;21118;39;599102
93;2020-S46;1071;884;1958;12295;8745;21061;49;631386
93;2020-S46;1214;925;2140;12985;9282;22284;59;678493
93;2020-S46;776;775;1553;8364;7674;16046;69;632786
93;2020-S46;641;637;1279;6741;6163;12907;79;509519
93;2020-S46;715;394;1109;7631;4224;11856;89;284990
93;2020-S46;524;164;688;6869;1802;8674;90;80654
93;2020-S46;7942;6301;14256;88819;63746;152706;0;5055651
94;2020-S46;7;3;12;102;131;236;09;33744
94;2020-S46;18;21;39;483;480;984;19;34811
94;2020-S46;21;17;38;661;515;1179;29;33361
94;2020-S46;24;32;56;797;599;1396;39;43624
94;2020-S46;38;30;68;776;594;1371;49;45205
94;2020-S46;30;31;61;838;645;1485;59;47970
94;2020-S46;25;33;58;543;520;1063;69;45095
94;2020-S46;15;18;33;402;420;822;79;36685
94;2020-S46;11;14;25;291;200;491;89;19405
94;2020-S46;7;2;9;125;47;172;90;4779
94;2020-S46;196;201;399;5019;4154;9203;0;344679
01;2020-S47;1;1;2;35;43;78;09;40134
01;2020-S47;6;8;14;106;111;218;19;50483
01;2020-S47;6;2;8;139;124;263;29;34558
01;2020-S47;9;11;20;191;129;320;39;37149
01;2020-S47;9;7;16;201;165;366;49;48928
01;2020-S47;14;7;21;178;159;337;59;60524
01;2020-S47;9;2;11;176;164;340;69;51113
01;2020-S47;3;4;7;73;91;164;79;33062
01;2020-S47;3;2;5;27;33;60;89;16008
01;2020-S47;4;1;5;13;9;22;90;4920
01;2020-S47;64;45;109;1140;1028;2169;0;376879
02;2020-S47;1;1;2;47;43;90;09;33991
02;2020-S47;19;13;32;230;174;407;19;43014
02;2020-S47;11;16;27;193;190;383;29;31496
02;2020-S47;21;21;42;261;220;483;39;34280
02;2020-S47;22;15;37;288;197;488;49;42967
02;2020-S47;26;15;41;329;250;582;59;62671
02;2020-S47;15;6;22;256;245;503;69;52556
02;2020-S47;6;12;18;127;134;261;79;33509
02;2020-S47;3;1;4;64;58;123;89;18767
02;2020-S47;2;0;2;29;14;43;90;5498
02;2020-S47;126;100;227;1824;1525;3363;0;358749
03;2020-S47;4;2;6;67;74;145;09;62043
03;2020-S47;19;10;29;222;210;435;19;58638
03;2020-S47;18;9;27;366;232;601;29;40421
03;2020-S47;23;14;37;363;261;626;39;39602
03;2020-S47;17;12;29;255;250;505;49;34757
03;2020-S47;10;6;16;178;190;369;59;27026
03;2020-S47;5;1;6;133;145;278;69;17446
